No,Name,Year,G_B,PA,AB,R_B,H_B,2B_B,3B_B,HR_B,TB,RBI,SB,CS,BB_B,HBP_B,IBB_B,SO_B,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR_B,WPA_B,G_P,CG,ShO,GS,W_P,L_P,SV,HLD(HD),IP,R_P,ER,TBF,H_P,2B_P,3B_P,HR_P,BB_P,IBB_P,HBP_P,SO_P,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WAR_P,WPA_P,Rank,G,W_T,L_T,D,P
1,MBC,1982,952,3061,2686,419,757,124,12,65,1100,381,134,60,268,47,20,316,56,32,27,0.282,0.354,0.41,0.764,0.34600000000000003,109.5,19.33,0.0,186,19,8,79,46,33,15,0,708.0,350,276,2994,660,0.0,0.0,52,259,10,47,392,10,27,3.51,3.52,1.3,113.0,112.6,16.09,0.0,3,80,46,34,0,0.575
2,»ï¼º,1982,887,3043,2647,429,705,126,18,57,1038,374,147,42,307,30,2,349,50,36,18,0.266,0.34700000000000003,0.392,0.7390000000000001,0.33799999999999997,104.3,18.61,0.0,152,23,8,79,53,26,17,0,704.1,257,211,2830,617,0.0,0.0,57,187,6,30,305,3,10,2.7,3.5,1.14,147.1,113.2,21.11,0.0,2,80,54,26,0,0.675
3,OB,1982,930,3098,2745,399,778,137,23,57,1132,362,106,61,247,41,22,254,35,46,18,0.28300000000000003,0.349,0.41200000000000003,0.762,0.34299999999999997,107.6,17.97,0.0,156,32,4,80,56,24,10,0,725.1,318,258,3020,625,0.0,0.0,41,289,4,33,317,6,14,3.2,3.6,1.26,121.6,108.3,18.28,0.0,1,80,56,24,0,0.7
4,ÇØÅÂ,1982,873,2990,2665,374,696,110,14,84,1086,332,155,52,235,41,12,296,59,28,21,0.261,0.32799999999999996,0.408,0.736,0.332,100.6,15.32,0.0,154,24,2,80,38,42,3,0,708.0,388,298,3067,698,0.0,0.0,50,295,5,39,348,8,17,3.79,3.75,1.4,101.7,102.8,11.88,0.0,4,80,38,42,0,0.475
5,·Ôµ¥,1982,863,3062,2628,353,674,112,8,59,979,325,83,53,326,40,8,315,61,41,27,0.256,0.344,0.373,0.7170000000000001,0.32899999999999996,98.7,12.47,0.0,169,26,4,80,33,48,3,0,713.2,385,313,3080,763,0.0,0.0,69,261,29,29,362,11,14,3.95,3.76,1.44,100.6,105.7,13.66,0.0,5,80,31,49,0,0.38799999999999996
1,»ï¼º,1983,1249,3847,3383,448,889,143,14,90,1330,421,70,42,314,55,9,427,62,66,27,0.263,0.33299999999999996,0.39299999999999996,0.726,0.332,110.3,23.31,0.0,201,34,7,100,46,50,12,0,899.1,418,342,3785,833,0.0,0.0,65,335,15,58,399,3,17,3.42,3.37,1.3,97.8,99.3,15.08,0.0,4,100,46,50,4,0.479
2,ÇØÅÂ,1983,1124,3734,3340,423,892,130,15,78,1286,388,131,91,294,40,16,382,75,37,23,0.267,0.332,0.385,0.7170000000000001,0.33,109.3,20.47,0.0,212,27,10,100,55,44,14,0,852.2,390,311,3707,803,0.0,0.0,56,286,6,45,456,2,13,3.28,2.99,1.28,99.1,109.0,16.63,0.0,1,100,55,44,1,0.556
3,MBC,1983,1149,3715,3273,405,837,145,21,45,1159,367,128,67,281,60,8,368,58,70,30,0.256,0.32299999999999995,0.354,0.677,0.312,96.2,17.73,0.0,190,31,6,100,55,43,17,0,909.0,335,275,3725,787,0.0,0.0,45,298,11,44,366,9,18,2.72,2.99,1.19,113.6,103.5,19.56,0.0,2,100,55,43,2,0.561
4,OB,1983,1156,3766,3330,418,863,142,26,50,1207,378,60,45,279,50,11,352,63,89,18,0.259,0.324,0.36200000000000004,0.687,0.314,97.8,17.17,0.0,198,27,8,100,44,55,18,0,892.1,432,351,3789,897,0.0,0.0,81,315,10,62,329,8,17,3.54,3.73,1.36,92.5,87.7,10.6,0.0,5,100,44,55,1,0.444
5,·Ôµ¥,1983,1238,3740,3308,370,807,133,18,78,1210,342,76,61,308,39,2,423,71,58,24,0.244,0.314,0.366,0.68,0.313,97.0,16.34,0.0,229,29,4,100,43,56,7,0,897.2,464,378,3827,935,0.0,0.0,90,260,12,47,414,6,17,3.79,3.42,1.33,87.1,96.4,11.95,0.0,6,100,43,56,1,0.434
6,»ï¹Ì,1983,1046,3738,3317,345,814,113,14,62,1141,315,35,41,282,47,16,404,76,73,18,0.245,0.312,0.344,0.6559999999999999,0.302,89.4,14.26,0.0,160,56,6,100,52,47,8,0,908.2,372,309,3663,882,0.0,0.0,77,260,12,36,386,6,12,3.06,3.25,1.26,109.5,103.2,19.82,0.0,3,100,52,47,1,0.525
1,»ï¼º,1984,1262,3756,3298,435,889,147,18,78,1306,413,75,61,313,63,18,422,62,62,18,0.27,0.34299999999999997,0.396,0.7390000000000001,0.33899999999999997,113.9,24.07,0.0,210,30,6,99,55,45,13,0,886.2,379,330,3740,806,0.0,0.0,48,380,23,44,476,4,22,3.35,3.13,1.34,99.5,106.5,17.6,0.0,2,100,55,45,0,0.55
2,·Ôµ¥,1984,1208,3729,3267,405,840,139,20,71,1232,374,108,65,326,48,17,446,58,56,28,0.257,0.331,0.377,0.708,0.326,104.6,19.45,0.0,232,26,1,100,50,48,11,0,880.2,390,324,3723,865,0.0,0.0,75,300,8,40,454,2,12,3.31,3.35,1.32,98.3,97.2,15.02,0.0,1,100,50,48,2,0.51
3,OB,1984,1310,3660,3181,382,816,133,18,53,1144,362,111,62,339,43,17,367,66,62,34,0.257,0.33299999999999996,0.36,0.693,0.32,100.3,17.82,0.0,229,14,2,100,58,41,31,0,885.1,298,249,3601,720,0.0,0.0,51,331,12,44,445,2,22,2.53,3.12,1.19,132.7,107.8,22.16,0.0,3,100,58,41,1,0.586
4,ÇØÅÂ,1984,1081,3728,3321,369,822,143,10,76,1213,343,87,52,313,33,8,496,87,39,21,0.248,0.317,0.365,0.682,0.317,98.1,16.06,0.0,224,27,6,100,43,54,12,0,896.1,398,316,3749,833,0.0,0.0,67,279,20,40,459,0,19,3.17,3.09,1.24,103.9,106.7,16.52,0.0,5,100,43,54,3,0.44299999999999995
5,MBC,1984,1227,3754,3317,375,840,127,35,47,1178,341,99,68,314,40,14,446,62,47,35,0.253,0.322,0.355,0.677,0.314,95.6,15.5,0.0,173,39,6,100,51,48,10,0,896.1,374,318,3741,876,0.0,0.0,59,275,8,43,355,2,15,3.19,3.24,1.28,96.8,95.3,13.39,0.0,4,100,51,48,1,0.515
6,»ï¹Ì,1984,1103,3773,3319,334,788,134,14,58,1124,301,42,29,332,34,11,473,73,75,12,0.237,0.312,0.33899999999999997,0.6509999999999999,0.302,87.5,13.18,0.0,210,24,2,100,38,59,18,0,899.1,461,405,3845,895,0.0,0.0,83,372,14,50,461,6,14,4.05,3.68,1.41,82.8,91.3,10.42,0.0,6,100,38,59,3,0.392
1,»ï¼º,1985,1513,4250,3644,552,1005,181,22,97,1521,514,116,85,408,61,15,465,74,93,42,0.276,0.355,0.41700000000000004,0.772,0.35100000000000003,117.9,29.97,0.0,226,27,5,110,77,32,41,0,1001.1,379,331,4121,871,0.0,0.0,62,368,18,34,496,5,22,2.98,3.18,1.24,119.4,111.6,25.23,0.0,1,110,77,32,1,0.706
2,ÇØÅÂ,1985,1317,4186,3709,483,1009,160,13,99,1492,437,130,77,348,33,5,386,85,60,32,0.272,0.337,0.402,0.74,0.34,110.3,24.8,0.0,281,11,2,110,57,52,20,0,926.0,465,400,4146,979,0.0,0.0,83,296,19,51,450,2,16,3.89,3.47,1.38,89.8,100.5,15.76,0.0,3,110,57,52,1,0.523
4,OB,1985,1575,4189,3667,473,954,146,27,67,1355,432,107,76,354,50,19,442,54,87,31,0.26,0.331,0.37,0.701,0.322,97.4,19.23,0.0,249,25,3,110,51,57,13,0,992.1,416,348,4112,882,0.0,0.0,64,386,5,40,433,3,20,3.16,3.46,1.28,113.0,103.2,19.76,0.0,4,110,51,57,2,0.47200000000000003
5,·Ôµ¥,1985,1334,4138,3598,426,920,168,19,77,1357,399,79,58,352,47,11,445,78,106,34,0.256,0.327,0.377,0.7040000000000001,0.321,97.0,18.04,0.0,236,32,11,110,59,51,15,0,992.1,420,336,4131,936,0.0,0.0,60,324,6,44,513,3,21,3.05,3.06,1.27,111.9,111.3,21.83,0.0,2,110,59,51,0,0.536
6,MBC,1985,1324,4069,3624,345,892,127,19,37,1168,317,129,73,324,39,16,452,65,54,27,0.24600000000000002,0.313,0.322,0.635,0.297,79.1,9.16,0.0,231,28,4,110,44,65,13,0,982.0,408,354,4124,902,0.0,0.0,63,385,12,44,353,5,26,3.24,3.61,1.31,102.9,92.6,15.86,0.0,5,110,44,65,1,0.40399999999999997
1,»ï¼º,1986,1527,4119,3617,475,997,177,22,74,1440,442,110,67,354,48,13,465,76,68,31,0.276,0.345,0.39799999999999996,0.7440000000000001,0.34600000000000003,123.2,30.54,0.0,209,34,7,108,70,37,33,0,966.0,369,317,4012,848,0.0,0.0,62,385,20,29,387,4,20,2.95,3.33,1.28,104.7,92.8,16.33,0.0,2,108,70,37,1,0.654
2,ÇØÅÂ,1986,1271,4044,3582,474,929,136,18,99,1398,443,120,78,321,39,16,406,82,76,23,0.259,0.325,0.39,0.715,0.332,113.0,24.28,0.0,257,28,11,108,67,37,23,0,982.2,372,312,4058,857,0.0,0.0,41,334,12,34,531,6,10,2.86,2.62,1.21,106.8,116.3,24.65,0.0,1,108,67,37,4,0.644
3,MBC,1986,1384,4138,3644,434,964,152,29,37,1285,398,116,59,315,55,15,428,65,89,35,0.265,0.33,0.353,0.682,0.318,103.0,21.34,0.0,267,11,3,108,59,41,30,0,984.0,361,304,4038,880,0.0,0.0,45,341,17,32,415,5,17,2.78,2.91,1.24,106.7,101.8,19.94,0.0,3,108,59,41,8,0.59
4,ºù±×·¹,1986,1409,4004,3453,333,815,122,23,46,1121,313,79,85,420,30,3,494,81,84,17,0.23600000000000002,0.32299999999999995,0.325,0.647,0.307,94.7,14.92,0.0,217,42,8,108,31,76,3,0,951.1,467,388,3993,932,0.0,0.0,90,284,5,47,407,5,15,3.67,3.48,1.28,85.5,90.2,10.55,0.0,7,108,31,76,1,0.29
5,OB,1986,1378,4044,3531,369,880,114,31,38,1170,350,78,69,336,39,13,394,71,104,29,0.249,0.319,0.331,0.65,0.303,91.8,14.86,0.0,238,29,12,108,56,48,19,0,975.2,341,283,4003,820,0.0,0.0,43,390,7,29,394,4,20,2.61,3.11,1.24,113.8,95.6,18.64,0.0,4,108,56,48,4,0.5379999999999999
6,·Ôµ¥,1986,1435,4089,3603,373,894,140,28,37,1201,332,89,51,342,24,16,357,81,100,19,0.248,0.316,0.33299999999999996,0.649,0.303,91.6,14.79,0.0,234,33,6,108,50,52,11,0,983.2,360,299,4097,896,0.0,0.0,48,325,10,49,520,2,19,2.74,2.76,1.24,108.7,107.7,21.74,0.0,5,108,50,52,6,0.49
7,Ã»º¸,1986,1491,3926,3449,318,755,138,10,66,1111,322,47,52,327,42,10,518,86,86,22,0.21899999999999997,0.293,0.322,0.615,0.289,81.9,8.87,0.0,259,23,6,108,32,74,10,0,962.1,506,427,4193,1001,0.0,0.0,68,356,15,57,408,5,17,3.99,3.39,1.41,78.9,93.0,9.38,0.0,6,108,32,74,2,0.302
1,»ï¼º,1987,1321,4218,3731,583,1120,164,29,105,1657,548,101,51,380,40,15,448,88,26,40,0.3,0.368,0.444,0.812,0.37799999999999995,135.1,37.97,0.0,233,26,8,108,64,44,30,0,959.0,427,381,4078,926,0.0,0.0,62,416,19,45,360,5,16,3.58,3.94,1.4,99.8,90.6,14.54,0.0,2,108,64,44,0,0.593
2,·Ôµ¥,1987,1327,4155,3625,432,970,161,27,40,1305,400,99,50,390,34,20,330,102,86,20,0.268,0.34299999999999997,0.36,0.703,0.32899999999999996,100.6,20.38,0.0,197,51,12,108,54,49,9,0,975.2,404,364,4097,971,0.0,0.0,40,331,10,34,504,1,19,3.36,3.06,1.33,105.2,115.5,21.66,0.0,3,108,54,49,5,0.523
3,ºù±×·¹,1987,1353,4054,3547,410,972,144,22,48,1304,370,79,85,326,53,11,423,84,104,23,0.27399999999999997,0.342,0.368,0.71,0.33,101.6,18.87,0.0,195,51,6,108,47,57,7,0,955.1,454,401,4020,970,0.0,0.0,75,281,7,37,364,9,11,3.78,3.7,1.31,96.9,98.9,16.29,0.0,6,108,47,57,4,0.45399999999999996
4,ÇØÅÂ,1987,1284,4085,3609,393,910,151,12,71,1298,368,90,44,335,44,19,379,96,68,26,0.252,0.321,0.36,0.6809999999999999,0.318,93.0,15.61,0.0,241,26,8,108,55,48,14,0,982.0,401,345,4050,864,0.0,0.0,52,372,11,32,494,3,12,3.16,3.35,1.26,110.3,104.1,21.88,0.0,1,108,55,48,5,0.532
5,OB,1987,1406,4010,3548,415,927,123,34,30,1208,391,72,49,342,24,7,369,88,70,25,0.261,0.32799999999999996,0.34,0.669,0.316,91.0,15.05,0.0,216,38,8,108,55,52,22,0,960.2,405,348,4064,906,0.0,0.0,38,407,6,32,382,5,20,3.26,3.54,1.37,105.4,97.2,16.79,0.0,4,108,55,52,1,0.514
6,Ã»º¸,1987,1496,4026,3499,401,848,152,14,54,1190,372,127,80,400,27,7,502,79,82,17,0.242,0.32299999999999995,0.34,0.664,0.313,89.5,14.32,0.0,226,42,5,108,41,65,9,0,956.0,524,463,4140,1063,0.0,0.0,69,327,28,36,328,3,20,4.36,3.77,1.45,82.4,95.2,10.48,0.0,7,108,41,65,2,0.389
7,MBC,1987,1384,4019,3566,388,919,117,38,36,1220,359,91,54,296,43,14,353,80,85,28,0.258,0.32,0.342,0.662,0.31,86.6,12.78,0.0,233,20,4,108,50,51,26,0,971.2,407,363,4118,966,0.0,0.0,48,335,14,50,372,3,11,3.36,3.49,1.34,102.5,98.7,18.31,0.0,5,108,50,51,7,0.495
1,ÇØÅÂ,1988,1313,4060,3561,503,1009,134,14,112,1507,466,136,58,343,44,11,374,95,77,33,0.28300000000000003,0.35100000000000003,0.423,0.774,0.35100000000000003,116.5,27.85,0.0,228,26,7,108,68,38,23,0,968.0,364,308,3981,849,0.0,0.0,58,297,7,37,501,3,13,2.86,3.34,1.18,133.7,114.8,27.99,0.0,1,108,68,38,2,0.639
2,»ï¼º,1988,1402,4192,3692,516,1028,148,21,85,1473,486,110,62,381,42,13,493,74,53,24,0.278,0.35100000000000003,0.39899999999999997,0.75,0.345,112.4,26.25,0.0,260,22,9,108,56,50,21,0,968.2,492,449,4151,953,0.0,0.0,80,403,21,40,341,5,23,4.17,4.26,1.4,92.4,90.6,13.52,0.0,4,108,56,50,2,0.528
3,ºù±×·¹,1988,1423,4103,3616,506,961,177,21,73,1399,465,83,51,332,52,7,464,78,70,32,0.266,0.33399999999999996,0.387,0.721,0.33,102.1,21.05,0.0,237,27,8,108,62,45,28,0,972.2,441,402,4091,1015,0.0,0.0,72,298,18,39,394,5,12,3.72,3.72,1.35,105.5,105.7,20.6,0.0,2,108,62,45,1,0.579
4,·Ôµ¥,1988,1366,4095,3578,482,967,142,18,68,1349,446,127,64,347,40,16,333,81,104,24,0.27,0.33899999999999997,0.377,0.7170000000000001,0.327,99.7,19.71,0.0,233,30,7,108,57,49,18,0,966.1,443,385,4086,961,0.0,0.0,55,329,8,29,476,8,17,3.59,3.42,1.34,106.8,112.0,20.85,0.0,3,108,57,49,2,0.537
5,ÅÂÆò¾ç,1988,1360,3961,3481,387,908,156,21,58,1280,360,82,63,339,23,21,402,88,95,24,0.261,0.32799999999999996,0.368,0.696,0.317,93.3,15.45,0.0,249,20,3,108,34,73,11,0,945.0,544,484,4053,1020,0.0,0.0,79,305,11,38,387,5,18,4.61,3.9,1.4,83.1,98.2,11.25,0.0,7,108,34,73,1,0.319
6,MBC,1988,1298,4101,3652,408,951,132,27,42,1263,373,118,61,321,34,16,384,72,70,23,0.26,0.324,0.34600000000000003,0.67,0.31,88.0,14.69,0.0,216,36,4,108,40,64,14,0,961.1,491,422,4188,1038,0.0,0.0,69,373,15,46,347,6,9,3.95,4.05,1.47,94.9,92.6,12.45,0.0,6,108,40,64,4,0.389
7,OB,1988,1448,4043,3583,418,923,145,25,44,1250,387,87,39,321,28,13,374,91,78,31,0.258,0.321,0.349,0.67,0.308,87.0,14.27,0.0,259,17,5,108,54,52,19,0,969.1,447,402,4105,933,0.0,0.0,69,381,13,35,388,4,16,3.73,3.95,1.36,100.8,95.2,17.24,0.0,5,108,54,52,2,0.509
1,ºù±×·¹,1989,1727,4633,4064,595,1121,208,26,97,1672,549,122,60,412,48,23,544,74,64,45,0.276,0.34600000000000003,0.41100000000000003,0.757,0.35200000000000004,116.2,32.4,0.0,293,26,6,120,71,46,26,0,1076.0,464,419,4502,994,0.0,0.0,90,430,28,41,535,6,13,3.5,3.93,1.32,109.6,97.7,21.65,0.0,2,120,71,46,3,0.604
2,»ï¼º,1989,1554,4571,4024,580,1095,174,20,96,1597,540,160,76,397,45,11,616,78,56,47,0.272,0.341,0.397,0.737,0.345,111.8,28.76,0.0,315,20,4,120,57,58,27,0,1068.0,588,524,4688,1094,0.0,0.0,84,516,22,44,469,11,19,4.42,4.26,1.51,86.1,89.3,12.03,0.0,4,120,57,58,5,0.496
3,ÇØÅÂ,1989,1492,4564,3963,500,1011,142,9,90,1441,472,111,74,470,48,26,508,111,57,26,0.255,0.33899999999999997,0.364,0.703,0.33299999999999996,103.4,22.88,0.0,237,30,12,120,65,51,20,0,1078.2,442,400,4479,928,0.0,0.0,63,400,11,37,694,6,17,3.34,3.26,1.23,109.8,112.5,26.85,0.0,1,120,65,51,4,0.5579999999999999
4,ÅÂÆò¾ç,1989,1700,4469,3817,477,943,178,25,48,1315,428,167,80,482,39,25,545,74,98,33,0.247,0.335,0.345,0.679,0.32,94.5,19.89,0.0,286,34,6,120,62,54,19,0,1091.2,440,368,4511,952,0.0,0.0,49,440,27,40,589,6,25,3.03,3.35,1.28,121.4,109.9,25.25,0.0,3,120,62,54,4,0.5329999999999999
5,MBC,1989,1569,4550,3912,490,985,139,36,42,1322,458,172,94,470,40,14,489,89,85,42,0.252,0.335,0.33799999999999997,0.6729999999999999,0.319,93.9,18.76,0.0,332,8,0,120,49,67,30,0,1069.2,581,509,4693,1133,0.0,0.0,61,455,11,46,451,5,24,4.28,3.87,1.49,85.0,93.9,12.61,0.0,6,120,49,67,4,0.425
6,·Ôµ¥,1989,1650,4612,3939,419,974,155,23,38,1289,383,100,74,519,29,19,520,89,98,27,0.247,0.337,0.327,0.664,0.316,92.1,15.39,0.0,259,37,5,120,48,67,11,0,1076.0,522,467,4569,1072,0.0,0.0,68,390,28,50,508,5,19,3.91,3.63,1.36,96.9,104.3,19.22,0.0,7,120,48,67,5,0.42100000000000004
7,OB,1989,1608,4482,3935,447,970,165,28,42,1317,416,135,73,389,42,16,559,65,82,32,0.247,0.319,0.335,0.653,0.309,86.7,14.67,0.0,331,18,7,120,54,63,20,0,1072.1,481,441,4551,969,0.0,0.0,60,527,15,32,543,8,32,3.7,3.84,1.4,98.9,95.4,17.45,0.0,5,120,54,63,3,0.46299999999999997
1,ºù±×·¹,1990,1655,4625,3971,610,1074,174,24,112,1632,560,138,66,495,47,18,617,83,70,42,0.27,0.355,0.41100000000000003,0.7659999999999999,0.355,115.7,32.77,0.0,305,6,1,120,68,50,40,0,1061.1,481,402,4476,971,0.0,0.0,96,420,26,37,555,4,18,3.41,3.92,1.31,115.2,100.3,22.43,0.0,4,120,68,50,2,0.575
2,»ï¼º,1990,1453,4551,3961,593,1040,170,13,131,1629,555,108,54,434,52,12,532,91,68,31,0.263,0.341,0.41100000000000003,0.752,0.348,110.9,27.23,0.0,298,20,3,120,66,52,36,0,1070.1,558,491,4630,1053,0.0,0.0,102,512,15,53,475,7,26,4.13,4.46,1.46,95.7,88.6,14.33,0.0,2,120,66,52,2,0.5579999999999999
3,ÇØÅÂ,1990,1396,4595,3952,538,1066,177,23,87,1550,501,101,66,466,53,28,544,100,95,29,0.27,0.35200000000000004,0.392,0.7440000000000001,0.345,109.2,27.23,0.0,269,34,14,120,68,49,14,0,1067.1,458,399,4435,902,0.0,0.0,75,412,12,50,701,5,22,3.36,3.43,1.23,113.3,111.0,26.29,0.0,3,120,68,49,3,0.579
4,LG,1990,1607,4661,4024,578,1089,156,40,61,1508,528,140,101,465,65,24,450,82,56,50,0.271,0.35200000000000004,0.375,0.726,0.341,106.7,26.24,0.0,306,19,5,120,71,49,33,0,1083.0,457,407,4550,981,0.0,0.0,49,410,28,61,548,2,12,3.38,3.37,1.28,111.0,111.3,26.03,0.0,1,120,71,49,0,0.5920000000000001
5,ÅÂÆò¾ç,1990,1632,4494,3898,485,961,176,25,47,1328,444,133,84,443,43,16,534,93,84,24,0.247,0.32799999999999996,0.341,0.669,0.315,88.8,16.85,0.0,313,25,7,121,58,60,27,0,1100.0,524,453,4932,1066,0.0,0.0,59,473,17,32,530,7,36,3.71,3.63,1.4,101.7,103.7,20.67,0.0,5,120,58,59,3,0.496
6,·Ôµ¥,1990,1523,4522,3858,453,946,163,30,41,1292,417,125,64,464,48,12,501,91,119,31,0.245,0.331,0.335,0.6659999999999999,0.313,87.5,15.11,0.0,346,19,6,119,44,69,21,0,1045.0,572,514,4505,1035,0.0,0.0,82,435,15,54,481,3,26,4.43,4.03,1.41,87.9,96.6,15.06,0.0,6,120,44,71,5,0.38799999999999996
7,OB,1990,1574,4471,3902,404,901,153,22,62,1284,380,83,66,425,38,17,562,77,66,40,0.231,0.31,0.32899999999999996,0.639,0.301,79.2,8.39,0.0,314,18,6,120,35,80,10,0,1055.2,616,554,4651,1075,0.0,0.0,78,535,14,58,468,5,33,4.72,4.29,1.53,79.5,87.5,8.99,0.0,7,120,35,80,5,0.313
1,ºù±×·¹,1991,1723,4870,4221,644,1155,181,43,136,1830,607,121,63,485,51,22,704,92,84,29,0.27399999999999997,0.353,0.434,0.787,0.35600000000000004,118.7,35.1,0.0,281,30,5,126,72,49,26,0,1102.2,493,411,4754,1014,0.0,0.0,75,420,25,73,601,8,17,3.35,3.76,1.3,118.3,105.6,23.5,0.0,2,126,72,49,5,0.591
2,ÇØÅÂ,1991,1450,4843,4135,618,1069,171,29,144,1730,594,152,77,516,83,12,588,102,74,35,0.259,0.35,0.418,0.768,0.35100000000000003,114.9,31.76,0.0,276,34,10,126,79,42,28,0,1130.2,409,363,4546,925,0.0,0.0,73,324,11,53,776,6,21,2.89,3.13,1.11,137.4,127.0,34.99,0.0,1,126,79,42,5,0.647
3,»ï¼º,1991,1706,4875,4182,639,1138,180,25,108,1692,593,126,82,510,59,28,546,106,85,37,0.272,0.35700000000000004,0.405,0.7609999999999999,0.348,112.5,29.69,0.0,347,14,4,126,70,55,38,0,1128.2,579,531,4860,1131,0.0,0.0,108,484,22,40,527,6,32,4.23,4.33,1.43,95.9,93.7,18.28,0.0,3,126,70,55,1,0.56
4,½Ö¹æ¿ï,1991,1552,4734,4114,554,1041,198,30,87,1560,505,130,87,475,66,12,726,93,46,33,0.253,0.33799999999999997,0.379,0.7170000000000001,0.33299999999999996,102.4,24.67,0.0,350,13,3,126,52,71,31,0,1099.2,638,573,4838,1101,0.0,0.0,116,556,26,64,551,12,35,4.69,4.68,1.51,87.5,87.7,14.41,0.0,6,126,52,71,3,0.425
5,·Ôµ¥,1991,1750,4821,4128,583,1072,177,46,73,1560,533,97,57,457,61,30,515,78,122,47,0.26,0.33899999999999997,0.37799999999999995,0.7170000000000001,0.325,97.5,21.59,0.0,268,39,5,122,61,59,13,0,1085.1,527,472,4589,1019,0.0,0.0,67,431,10,51,612,7,26,3.91,3.67,1.34,104.0,110.9,22.95,0.0,4,126,61,62,3,0.496
6,OB,1991,1649,4791,4220,501,1054,169,39,59,1478,458,136,78,418,40,23,648,84,91,22,0.25,0.322,0.35,0.672,0.31,86.7,14.99,0.0,311,28,6,126,51,73,12,0,1119.2,603,538,4850,1093,0.0,0.0,82,510,24,56,489,10,30,4.32,4.22,1.43,89.4,91.6,13.88,0.0,8,126,51,73,2,0.413
7,ÅÂÆò¾ç,1991,1598,4680,4102,426,976,208,25,51,1387,395,143,73,423,43,25,598,80,85,27,0.23800000000000002,0.314,0.33799999999999997,0.652,0.301,81.0,12.58,0.0,317,33,6,130,55,72,20,0,1157.1,590,532,4965,1106,0.0,0.0,100,517,33,43,626,6,39,4.14,4.1,1.4,94.6,95.6,18.81,0.0,5,126,55,69,2,0.444
8,LG,1991,1701,4680,4131,472,1009,158,41,53,1408,430,110,99,400,52,18,475,118,67,29,0.244,0.317,0.341,0.6579999999999999,0.306,83.6,11.64,0.0,287,27,3,126,53,72,24,0,1114.2,607,543,4889,1125,0.0,0.0,90,446,23,70,622,7,26,4.38,3.95,1.41,87.9,97.6,15.95,0.0,6,126,53,72,1,0.425
1,ÇØÅÂ,1992,1525,4903,4183,701,1139,191,16,138,1776,658,134,57,559,70,14,656,114,54,37,0.272,0.365,0.425,0.789,0.359,114.5,32.47,0.0,291,25,7,126,71,54,28,0,1105.1,571,517,4767,1101,0.0,0.0,118,405,13,69,678,2,30,4.21,4.19,1.36,102.7,103.1,22.23,0.0,3,126,71,54,1,0.5670000000000001
2,·Ôµ¥,1992,1616,4904,4205,663,1213,211,62,68,1752,619,130,55,483,59,14,542,90,103,53,0.28800000000000003,0.366,0.41700000000000004,0.782,0.35200000000000004,110.0,30.33,0.0,277,39,6,126,71,55,17,0,1113.2,581,529,4778,1152,0.0,0.0,99,410,12,37,581,1,42,4.28,4.06,1.4,103.0,108.4,23.36,0.0,1,126,71,55,0,0.563
3,ºù±×·¹,1992,1662,4865,4197,658,1120,191,29,146,1807,620,104,59,511,58,29,660,96,54,45,0.267,0.35100000000000003,0.431,0.782,0.35100000000000003,109.5,29.36,0.0,270,26,7,126,81,43,35,0,1120.0,520,458,4747,1024,0.0,0.0,108,415,19,53,653,0,38,3.68,4.07,1.29,117.6,106.4,25.64,0.0,2,126,81,43,2,0.6509999999999999
4,»ï¼º,1992,1719,4921,4250,633,1128,169,23,124,1715,585,127,61,494,73,21,620,95,58,44,0.265,0.349,0.40399999999999997,0.752,0.342,103.2,26.53,0.0,329,23,6,126,67,57,25,0,1125.2,636,569,4984,1085,0.0,0.0,102,636,9,52,640,3,50,4.55,4.63,1.53,96.4,94.7,17.53,0.0,4,126,67,57,2,0.54
5,OB,1992,1673,4833,4225,547,1096,172,31,110,1660,511,96,58,439,37,19,645,98,96,32,0.259,0.332,0.39299999999999996,0.725,0.326,92.4,18.03,0.0,309,30,4,126,56,66,21,0,1127.0,582,528,4878,1105,0.0,0.0,96,493,17,61,595,1,50,4.22,4.26,1.42,98.5,97.5,19.25,0.0,5,126,56,66,4,0.46
6,½Ö¹æ¿ï,1992,1604,4766,4081,508,1015,167,29,90,1510,459,89,53,528,54,24,748,138,77,21,0.249,0.341,0.37,0.711,0.325,92.3,17.73,0.0,350,14,4,126,41,84,17,0,1091.2,686,588,4828,1106,0.0,0.0,140,516,21,65,600,1,44,4.85,4.89,1.49,90.1,89.4,12.11,0.0,8,126,41,84,1,0.32899999999999996
7,LG,1992,1592,4841,4261,572,1094,172,24,108,1638,539,89,55,439,46,21,570,111,64,31,0.257,0.331,0.384,0.715,0.325,91.7,17.37,0.0,357,21,5,126,53,70,20,0,1130.2,616,539,4967,1170,0.0,0.0,83,487,35,65,648,2,25,4.29,3.96,1.47,97.2,105.3,19.83,0.0,7,126,53,70,3,0.433
8,ÅÂÆò¾ç,1992,1587,4745,4143,518,1061,204,25,87,1576,464,72,49,406,48,11,620,94,117,21,0.256,0.32799999999999996,0.38,0.7090000000000001,0.319,87.9,16.47,0.0,276,26,2,126,56,67,25,0,1111.0,609,553,4848,1128,0.0,0.0,125,509,27,45,653,2,29,4.48,4.49,1.47,96.4,96.2,18.44,0.0,6,126,56,67,3,0.456
